香港特区,#genre#
日テレNEWS24,P2p://ns2.hellotvvod.com:9906/2a267c48fba54696b9e4ec5dd07b3039.ts
日本テレビ,P2p://ns2.hellotvvod.com:9906/6b5131c39b0c4358b01c6f1c3c1027b9.ts
韩　　国,#genre#
Animax,P2p://ns2.hellotvvod.com:9906/cef0f0c485bd4cf7a7f101a971dff095.ts
Arirang,P2p://ns2.hellotvvod.com:9906/dc09260380da4121a029ac172c3450c4.ts
AXN,P2p://ns2.hellotvvod.com:9906/1a17dbeb9d13489e976378d854d8fc46.ts
AXN亚洲,P2p://ns2.hellotvvod.com:9906/b7285b85f2e040bfab9ef86c89e1e357.ts
KBS1,P2p://ns2.hellotvvod.com:9906/3c99fe7844c44fe09e82dd2b26ea7713.ts
KBS2,P2p://ns2.hellotvvod.com:9906/ee353c9d52d74b63ae949b296eb68213.ts
KBSDrama,P2p://ns2.hellotvvod.com:9906/ddd29fb309f94b36b7c6a5a4c241b898.ts
KBSJoy,P2p://ns2.hellotvvod.com:9906/d920db9ae2684c619ea5b2e09845376c.ts
KBSWorld,P2p://ns2.hellotvvod.com:9906/9360874ebb1f4082896589c164cba811.ts
KBS京都,P2p://ns2.hellotvvod.com:9906/e73b254cd5a14e9896d3a475b1d0a57f.ts
世界新闻,#genre#
ABCAustralia,P2p://ns2.hellotvvod.com:9906/89ad8233011348deb7c6990dd601db4b.ts
半岛国际新闻台,P2p://ns2.hellotvvod.com:9906/fa8b443dfb8343ec8115e6b415218ca2.ts
BBCWorldNews,P2p://ns2.hellotvvod.com:9906/a7e03031ab1b4dc48a611cce0c8bdf4c.ts
BeritaRTM,P2p://ns2.hellotvvod.com:9906/d409568367f44e0084be274817307587.ts
BERNAMA,P2p://ns2.hellotvvod.com:9906/74ff71fbce5c421aadebd72e37b38ee7.ts
BloombergTV,P2p://ns2.hellotvvod.com:9906/18ede2f1d20f47ffb2f3d5334344aae4.ts
Bluesky,P2p://ns2.hellotvvod.com:9906/1ed5d15bf6de4e969c29c9a0c604f39c.ts
Boomerang,P2p://ns2.hellotvvod.com:9906/eb700de87cd644288d715092d647cfb6.ts
Boomerang,P2p://ns2.hellotvvod.com:9906/f8b3ab08cc344d6da2cd87d916f4a8ba.ts
CBSN,P2p://ns2.hellotvvod.com:9906/841c1b6fa97c46119edeaf7f054d5587.ts
CGTN,P2p://ns2.hellotvvod.com:9906/a58e08e415fc449185eb5155421ab3f4.ts
CNBC,P2p://ns2.hellotvvod.com:9906/fd00547a8c214c8b8445d84a85be2122.ts
CNBCAwaaz,P2p://ns2.hellotvvod.com:9906/8c21569427bf4714b3c99a01f1aa685f.ts
CNN,P2p://ns2.hellotvvod.com:9906/77a1d607c2044ee29227049b33f7e27a.ts
DW,P2p://ns2.hellotvvod.com:9906/88c972d867e246a9902ea5490523f3c8.ts
Euronews,P2p://ns2.hellotvvod.com:9906/f85f3e728f3147de91b36152e3654ec0.ts
FOX,P2p://ns2.hellotvvod.com:9906/9a27246a05f0460aace2b0ee34318714.ts
FoxNews,P2p://ns2.hellotvvod.com:9906/a38c7d4ad78f4f888628b30efc7ae213.ts
France24,P2p://ns2.hellotvvod.com:9906/03003d73acfe4050973420d63eb74f74.ts
News1,P2p://ns2.hellotvvod.com:9906/29322c176c684e04b5159b0c3bfcdb64.ts
SkyNews,P2p://ns2.hellotvvod.com:9906/57df836f89bb496481845cdd638301af.ts
地理探索,#genre#
BBCEarth,P2p://ns2.hellotvvod.com:9906/013e068b13b74a7eb8294fdd371cd1d0.ts
BBCLifestyle,P2p://ns2.hellotvvod.com:9906/8433f4f630b44424a54d2c96339d4288.ts
DiscoveryAsia,P2p://ns2.hellotvvod.com:9906/b5a57aa4211d45d9af4a298c680fe0b6.ts
Discovery科学频道,P2p://ns2.hellotvvod.com:9906/e41e1337049f49b69db0b1bcf638a66e.ts
DMAX,P2p://ns2.hellotvvod.com:9906/7bda270cda75438f921340aab9a58897.ts
FoodNetwork美食台,P2p://ns2.hellotvvod.com:9906/696ca7283f6042f19b0b302300e5d9ef.ts
HISTORY,P2p://ns2.hellotvvod.com:9906/57cf98706c784b31b8fe118bc5dda35c.ts
LoveNature,P2p://ns2.hellotvvod.com:9906/570e8fcd977c4314b9697c3a65449043.ts
国家地理野生频道,P2p://ns2.hellotvvod.com:9906/d2c89b1de14f4b3c8c9cd8ba83e575c8.ts
NationTV,P2p://ns2.hellotvvod.com:9906/566d3bd07620411fa2ea6be8a438cf44.ts
NauraHD,P2p://ns2.hellotvvod.com:9906/b6ed608c5977441ea28696f84c2abc89.ts
OUTDOOR,P2p://ns2.hellotvvod.com:9906/16c810c52f0241da86d0a6af3c2902a6.ts
达文西频道,P2p://ns2.hellotvvod.com:9906/54e25d140c584352a4bb4a0494e8532b.ts
动物星球,P2p://ns2.hellotvvod.com:9906/a882e17acbfa4d7c97b347673fc1be4e.ts
国家地理频道,P2p://ns2.hellotvvod.com:9906/2e78a3f19f57492b9dcae99b1fd0e3c5.ts
国家地理野生,P2p://ns2.hellotvvod.com:9906/1db85f9bb5e9458a9df9f1ce95198fb8.ts
历史频道,P2p://ns2.hellotvvod.com:9906/25e76613921c437daca205113b1702bf.ts
美食星球,P2p://ns2.hellotvvod.com:9906/5e8e336ad66b47b899546fa4556f7e31.ts
FashionTV,P2p://ns2.hellotvvod.com:9906/1425348e0a9f4fe9abfb4931c76a58f7.ts
Discovery,P2p://ns2.hellotvvod.com:9906/4c71eae98a6e4a909e632a0a6ab99b3d.ts
CI 罪案侦查频道,P2p://ns2.hellotvvod.com:9906/238e8f5257e74ba0af4fd1c9f13b1468.ts
电影娱乐,#genre#
tvN,P2p://ns2.hellotvvod.com:9906/d861d8edb38d4235a9ae26851f2f4f29.ts
tvNMoviesHD,P2p://ns2.hellotvvod.com:9906/d5e30882d3e54bc59f0334727e42dd7b.ts
好莱坞电影台,P2p://ns2.hellotvvod.com:9906/2dfb16e52f4f475f9bd8103e6d490d82.ts
ABOMoviesThangathirai,P2p://ns2.hellotvvod.com:9906/0c58671abfa14b839566fae595f159be.ts
Adithya,P2p://ns2.hellotvvod.com:9906/307e9b6c8e464d7280918f282fa61275.ts
AMC,P2p://ns2.hellotvvod.com:9906/530ac42ca30b46389a49c84d7959d867.ts
BOO,P2p://ns2.hellotvvod.com:9906/e5031f7bada04e3e963515d2fabbff67.ts
CatchPlay电影,P2p://ns2.hellotvvod.com:9906/dc2750b71e9743dd8b482a095cfc9149.ts
CinemaWorld,P2p://ns2.hellotvvod.com:9906/d98b4d3fc06c47a1a5b8fce1f15d4423.ts
CINEMAX,P2p://ns2.hellotvvod.com:9906/d3a60ef0ff3646b286b421b528b75a41.ts
GEM,P2p://ns2.hellotvvod.com:9906/7ec6e72413794a54858fba8d341ebd0f.ts
HBO,P2p://ns2.hellotvvod.com:9906/94b11544b21e46efa1c31abd6f7c7d01.ts
HBOFamily,P2p://ns2.hellotvvod.com:9906/966b8b6180bf4cf985f4354d7785ef59.ts
HBOHits,P2p://ns2.hellotvvod.com:9906/041b53b8ec0c4ca1906af705429e25c7.ts
HBOSignature,P2p://ns2.hellotvvod.com:9906/4abbee6d3c1b4d549c4b2a7ad523f1f2.ts
HITS,P2p://ns2.hellotvvod.com:9906/f020bdc4d52a43a281529ca8d2ebb497.ts
HITS,P2p://ns2.hellotvvod.com:9906/4ed417cb125047bc944c7baef1162752.ts
JStar极限台,P2p://ns2.hellotvvod.com:9906/5a3618a3b5d0466fb70850317de5e907.ts
SHOWCASEMOVIES,P2p://ns2.hellotvvod.com:9906/920dc41abf614bf5a65d6e1edb15e896.ts
StarMoviesHD,P2p://ns2.hellotvvod.com:9906/62d982bc92164500bb1adace0b014a48.ts
StarVijay,P2p://ns2.hellotvvod.com:9906/9afeec1397c34068ab0c5bea50bca388.ts
SUNTV,P2p://ns2.hellotvvod.com:9906/f39aaf65fe434fd4b777b6f402f0346c.ts
Thrill,P2p://ns2.hellotvvod.com:9906/fc0e5104ec3e4538ba37978d4980b662.ts
WarnerTV,P2p://ns2.hellotvvod.com:9906/47a927d2deef452fb33a7f979951395f.ts
YTN,P2p://ns2.hellotvvod.com:9906/9e71fc75be4f42f58e6a8596457811d7.ts
采昌影剧台,P2p://ns2.hellotvvod.com:9906/fddaeb203e7942729e7cded71033db09.ts
韩国娱乐台KMTV,P2p://ns2.hellotvvod.com:9906/b2d9ec709c0841da96848678de696115.ts
韩剧台,P2p://ns2.hellotvvod.com:9906/98bee78517694547b2e5dde6eafcd6b1.ts
靖天电影台,P2p://ns2.hellotvvod.com:9906/e49a703ff9d9475ead50fd0dc0ec5822.ts
靖天卡通台,P2p://ns2.hellotvvod.com:9906/7a9c9e5fca664321ba1250059113561e.ts
靖天日本台,P2p://ns2.hellotvvod.com:9906/076018c0cf824ebca4f045d3071dd49a.ts
靖天戏剧台,P2p://ns2.hellotvvod.com:9906/c8c22f8e41c440de979ab1866ab8aadd.ts
靖天映画台,P2p://ns2.hellotvvod.com:9906/7db4ae89bfcf48489bd771f267956d2d.ts
靖天育乐台,P2p://ns2.hellotvvod.com:9906/2a4daa90c3db441abfed716e76f8d32f.ts
靖天资讯台,P2p://ns2.hellotvvod.com:9906/1dfbce25ede84e44bb738acdd0f3793a.ts
靖天综合台,P2p://ns2.hellotvvod.com:9906/d4cba5b06abf48e8aba1bb98ab0f1f7c.ts
靖洋卡通台,P2p://ns2.hellotvvod.com:9906/24f726a97f2c43309b177887747b19a4.ts
靖洋戏剧台,P2p://ns2.hellotvvod.com:9906/f6c4e8c9b99b49edb052a710b7b05ddb.ts
龙华电影,P2p://ns2.hellotvvod.com:9906/4e4a6dfb40434065ae80a2208067b240.ts
龙华偶像,P2p://ns2.hellotvvod.com:9906/abc4f95d1ba14b8882d426f893b04afa.ts
龙华戏剧,P2p://ns2.hellotvvod.com:9906/11953967a0694814a978634d622302fd.ts
龙祥电影,P2p://ns2.hellotvvod.com:9906/b55f3db64b8548d7967475fc4133128a.ts
美亚高清电影台,P2p://ns2.hellotvvod.com:9906/fd518901a6004bd4806b2c0208ff262f.ts
美亚电影台HD,P2p://ns2.hellotvvod.com:9906/893a1a9d8b3a4efa8b26e0e89f996bb5.ts
时代剧専门チャンネル,P2p://ns2.hellotvvod.com:9906/c80162d9effa46f5a767ca83b497d650.ts
天映经典,P2p://ns2.hellotvvod.com:9906/bc4dde1c687443fab401035028433099.ts
天映频道,P2p://ns2.hellotvvod.com:9906/98c052e1f47c41809e5843606651a238.ts
纬来电影台,P2p://ns2.hellotvvod.com:9906/0f6c8c9d848f42509265449148c9b5ed.ts
纬来精采台,P2p://ns2.hellotvvod.com:9906/923d18f7e9b2473989bb3ed5b77b0b7e.ts
纬来日本台,P2p://ns2.hellotvvod.com:9906/45e1f7d77e154dfc9d3b85fbf67070c7.ts
纬来体育台,P2p://ns2.hellotvvod.com:9906/406c56cf940e411d86965c770c4a0d99.ts
纬来戏剧台,P2p://ns2.hellotvvod.com:9906/65df73222bb4432483fd1ac2820d5b57.ts
纬来育乐台,P2p://ns2.hellotvvod.com:9906/0fd41b1db97244be9f875bac0ba93b49.ts
纬来综合台,P2p://ns2.hellotvvod.com:9906/d79e6259d1b5489d95b56a7398e52173.ts
少儿卡通,#genre#
BabyTV,P2p://ns2.hellotvvod.com:9906/3789e26669cf4c66938c6b64c6cde18f.ts
CN卡通频道,P2p://ns2.hellotvvod.com:9906/07009961cba04ec79ed8dd20ca7b360e.ts
Nickelodeon,P2p://ns2.hellotvvod.com:9906/357f877f3eb744dd993de7c5b6af8c63.ts
NickJr.,P2p://ns2.hellotvvod.com:9906/872b5479c6404eac85b3966cb897523b.ts
NickJr.,P2p://ns2.hellotvvod.com:9906/a663b9533c274e309a17c9926dbbe714.ts
金鹰卡通,P2p://ns2.hellotvvod.com:9906/20cbe47dc88e4e81a84cc1e1e331461e.ts
尼克儿童频道,P2p://ns2.hellotvvod.com:9906/7b63ec01250b4b61b5dbad49a8a88762.ts
CartoonNetwork,P2p://ns2.hellotvvod.com:9906/9cff4f0e22654d7b81fde5f7ffab0a90.ts
i-Fun动漫台,P2p://ns2.hellotvvod.com:9906/2913ab6ca66043d0ac86d1773026da48.ts
Cbeebies,P2p://ns2.hellotvvod.com:9906/88994f34b2ff49e5a63925f073639db2.ts
Disney,P2p://ns2.hellotvvod.com:9906/55aafd2acd4246e7aa9c538789742293.ts
DREAMWORKS,P2p://ns2.hellotvvod.com:9906/39a38457b5cb403c87bade9887fb3b04.ts
HandsUp,P2p://ns2.hellotvvod.com:9906/be7e73dc6bdc433b8ff26536a90b1d1e.ts
居家&旅游,#genre#
TravelChannel,P2p://ns2.hellotvvod.com:9906/e198a9c5efab4e39939bd535ffd1f59b.ts
EVE,P2p://ns2.hellotvvod.com:9906/8f9ece269a2c4db7a33688e7589f5812.ts
EYETV旅游台,P2p://ns2.hellotvvod.com:9906/6e51f164a666426c943c67f8a91935cd.ts
EYETV戏剧台,P2p://ns2.hellotvvod.com:9906/d37e5f14233e4684b2ddb0d64a16f9b1.ts
HGTV居家乐活,P2p://ns2.hellotvvod.com:9906/f242fcf6e5844d9dacdc24348652192b.ts
Lifetime,P2p://ns2.hellotvvod.com:9906/48ea021864e343eb8d992ff7c19e4c49.ts
世界音乐,#genre#
MTV,P2p://ns2.hellotvvod.com:9906/0fe81a19250145f89bd6ebde188c0047.ts
MTVLive,P2p://ns2.hellotvvod.com:9906/c436aba60d1442a9a4e73c6accaac6c2.ts
MusicJapanTV,P2p://ns2.hellotvvod.com:9906/337f5ef562e94bdabcb131ac25de5346.ts
CLASSICA古典乐,P2p://ns2.hellotvvod.com:9906/308680a1d8814388a0bd9197f7f77e7a.ts
CMusic,P2p://ns2.hellotvvod.com:9906/1a39d947774d4bb68d08934db13253e2.ts
SunMusic,P2p://ns2.hellotvvod.com:9906/aa7f804d45594ab9a742e022db703a5a.ts
体育电竞,#genre#
eGGNetwork,P2p://ns2.hellotvvod.com:9906/1cce832b918d4f64b5fa49795cfbf1ef.ts
ROCKExtreme,P2p://ns2.hellotvvod.com:9906/57cc8c82a13f4e31bd85f5014ff780c3.ts
MEZZOLIVEHD,P2p://ns2.hellotvvod.com:9906/2ea0a50d4fb54f6db1335e9cdad0287d.ts
Z频道,P2p://ns2.hellotvvod.com:9906/52463fcc2bbc4c5999e0024dec3daa10.ts
KIX,P2p://ns2.hellotvvod.com:9906/3ae28b94fcf2497e84083fec74e1b9bb.ts
ESPN,P2p://ns2.hellotvvod.com:9906/59cd657efe5f4e27a497c9b2d969568a.ts
PremierSports,P2p://ns2.hellotvvod.com:9906/7703bc3f9fa74138833bb12ed94764ab.ts
JSports1,P2p://ns2.hellotvvod.com:9906/ba4ac76a216b4a00bf86881f7d9cd53a.ts
JSports2,P2p://ns2.hellotvvod.com:9906/bcef4c2dbc4f4ac9991dea69ce729803.ts
JSports3,P2p://ns2.hellotvvod.com:9906/52a90481a69649fab9e3a8a44a0fd647.ts
JSports4,P2p://ns2.hellotvvod.com:9906/9cf19dcf7ae9431b9da917bd03047e5c.ts
HorseRacing89,P2p://ns2.hellotvvod.com:9906/249f675c6841495cb0c53420e9cd86d8.ts
GolfChannel,P2p://ns2.hellotvvod.com:9906/e2e2c71623024d3db3f3bffe508fc529.ts
GolfChannelPhilippines,P2p://ns2.hellotvvod.com:9906/ce57658fde924bbeaf81eeaa979051c9.ts
FightSports,P2p://ns2.hellotvvod.com:9906/aaa7523b50e94eb58927ed82705fb501.ts
Eurosport,P2p://ns2.hellotvvod.com:9906/7631066b0f114f06a667be37dea4a593.ts
智林体育台,P2p://ns2.hellotvvod.com:9906/434bc63466164edd85459f306c220b30.ts
新视觉,P2p://ns2.hellotvvod.com:9906/cb95d4113fe04d608831cfbfce7f5710.ts
魅力足球,P2p://ns2.hellotvvod.com:9906/e54035c0957b4bf8b79e2892696de2ca.ts
广东体育,P2p://ns2.hellotvvod.com:9906/c3ca08b87d004ec6857f284306b47c20.ts
WWE,P2p://ns2.hellotvvod.com:9906/9b819d2a65ed47deb7e3e703cd788568.ts
RTMSport,P2p://ns2.hellotvvod.com:9906/21faa96fb7a44c0dba0e3eec264ca43c.ts
SPOTV,P2p://ns2.hellotvvod.com:9906/0fde15a99ba24527960dcea05e56dadc.ts
SPOTV,P2p://ns2.hellotvvod.com:9906/f0a0fbcf51204409b7acd77c553e4ad1.ts
SPOTV2,P2p://ns2.hellotvvod.com:9906/50894f96ac7a40239383c1ec966c15fc.ts
SkynetSports2,P2p://ns2.hellotvvod.com:9906/669876fd5fb348fc89e8cef051dca45a.ts
SkynetSports5,P2p://ns2.hellotvvod.com:9906/9de3de3d59c04cd7b57a919611cf9487.ts
SkynetSports6,P2p://ns2.hellotvvod.com:9906/96d159180f224a4e83a7726093cfe2d4.ts
SkynetSportsHD,P2p://ns2.hellotvvod.com:9906/67ad39b9fb734309af10ca2747982851.ts
TRACESportStars,P2p://ns2.hellotvvod.com:9906/e720bd96cd044e1781116d8d426f59e3.ts
TrueSport2,P2p://ns2.hellotvvod.com:9906/552e010dcd1340698a13f36cf6534f94.ts
TrueSport3,P2p://ns2.hellotvvod.com:9906/f7d2dd65944844749e538814715a94f4.ts
TrueSport4,P2p://ns2.hellotvvod.com:9906/7ece8614499d4b9989224db57cec34d8.ts
TrueSport5,P2p://ns2.hellotvvod.com:9906/795fe274eec5476b86137a70a3730d9e.ts
TrueSport7,P2p://ns2.hellotvvod.com:9906/83b22d1b4ada4d7d9bff27d24be00c91.ts
beINSports,P2p://ns2.hellotvvod.com:9906/38daba85641241c98b9029fe4f1c0df1.ts
beINSports2,P2p://ns2.hellotvvod.com:9906/4bad4a2b07a04c23be4c0c2184696272.ts
beINSports3,P2p://ns2.hellotvvod.com:9906/66d53b4e1827499483f14c21eda95773.ts
其　　它,#genre#
印尼Indosiar,P2p://ns2.hellotvvod.com:9906/f5c3bc87db244d7da13661a6f0ed7a86.ts
印尼MakkalTV,P2p://ns2.hellotvvod.com:9906/a188f746775c4c8e88150558a9cd3ed6.ts
越南Mnet,P2p://ns2.hellotvvod.com:9906/46795795b36a4e4eb3129587704c6416.ts
印度IndiaTV,P2p://ns2.hellotvvod.com:9906/614c1ecb3bb8433fb97703949fcf3b7c.ts
ROCKEntertainment,P2p://ns2.hellotvvod.com:9906/071a37fd0a194b279724bff24fa4f057.ts
Pandora_123,#genre#
香蕉台,P2p://ns2.hellotvvod.com:9906/a6fef6e74b4f48d0bfe6342ec87575c0.ts
惊艳电影台,P2p://ns2.hellotvvod.com:9906/c9c7a5ab147f448588866523e8e6c178.ts
潘朵啦粉虹台,P2p://ns2.hellotvvod.com:9906/d2c2dcda43a847158de3be53e05f5fba.ts
潘朵啦玩美台,P2p://ns2.hellotvvod.com:9906/b499545bfbde4e9a9db204191602309e.ts
松视1台,P2p://ns2.hellotvvod.com:9906/256cd356e2e7424aaef03b07170c0a7c.ts
松视2台,P2p://ns2.hellotvvod.com:9906/7f2d5b6c6f8d46e0a72b45fe6eb31da6.ts
松视3台,P2p://ns2.hellotvvod.com:9906/b4a2c6e69da44f758254a311cabe3f1d.ts
彩虹e台,P2p://ns2.hellotvvod.com:9906/5ec7ebdf20d3435986ee50b5e67209ba.ts
彩虹电影台,P2p://ns2.hellotvvod.com:9906/5846f10a1dca4e889226fbb813d269af.ts
HAPPY,P2p://ns2.hellotvvod.com:9906/1269c71356f54b919d69c2f54f635a89.ts
HOT,P2p://ns2.hellotvvod.com:9906/e97014fbd6f74d2f97777c213d6392fa.ts
LOOKTV,P2p://ns2.hellotvvod.com:9906/2c4f0eccccec4dfd8685055ee9f8e2a8.ts
PLAYBOY,P2p://ns2.hellotvvod.com:9906/5a627ba45e9542df8ec11d690d111ad0.ts
雙龍P6P,#genre#
國興衛視",p6p://livefccs.evservicepro.com:16888/6018c8df00066af5e2f746af0b976c10.ts
Z頻道,p6p://livefccs.evservicepro.com:16888/6018c8cd000cc96fe2f70201693f5838.ts
壹新聞,p6p://livefccs.evservicepro.com:16888/6018c8ba000d78b5e2f6b7f5dee4f3b9.ts
中天娛樂,p6p://livefccs.evservicepro.com:16888/60127d3600073b1cca5fbabc7e69865c.ts
中天綜合,p6p://livefccs.evservicepro.com:16888/60127d1d000b039eca5f5a0c5775cdf9.ts
中天亞洲,p6p://livefccs.evservicepro.com:16888/60127cda0007519cca5e5362af2282ab.ts
中天新聞,p6p://livefccs.evservicepro.com:16888/60127cc6000dbd6fca5e06e70ec3c3d4.ts
MTVLive,p6p://livefccs.evservicepro.com:16888/60126f02000d89cdca28413aca52e588.ts
韓國娛樂,p6p://livefccs.evservicepro.com:16888/60126eb8000d52c8ca27201c172b9690.ts
寰宇新聞,p6p://livefccs.evservicepro.com:16888/60126e7f0007bd61ca264006da409216.ts
龍翔電影,p6p://livefccs.evservicepro.com:16888/60126e5f000e9f6dca25c4c97ef343cd.ts
公視,p6p://livefccs.evservicepro.com:16888/60126dea000e9ab8ca23fbc0f24a0b7f.ts
台視,p6p://livefccs.evservicepro.com:16888/60126dd300072f6bca23a0013ad5fa00.ts
華視,p6p://livefccs.evservicepro.com:16888/60126dbe00031ebbca234cef2c2dbf65.ts
中視,p6p://livefccs.evservicepro.com:16888/60126d83000b35ebca2268892a21c5ff.ts
民視,p6p://livefccs.evservicepro.com:16888/601269d80005e4f0ca141335090c4114.ts
TLC,p6p://livefccs.evservicepro.com:16888/601269c3000d6913ca13c319cc192ed3.ts
八大戲劇,p6p://livefccs.evservicepro.com:16888/6012699f0006c03bca1334c51888eb55.ts
八大綜合,p6p://livefccs.evservicepro.com:16888/6012698800014f9cca12d9882b6521c7.ts
八大第一,p6p://livefccs.evservicepro.com:16888/6012697400069d8fca128cc438c1d61c.ts
八大娛樂,p6p://livefccs.evservicepro.com:16888/6012694e00075914ca11f8843144fff3.ts
探索科學,p6p://livefccs.evservicepro.com:16888/601269390006d4a4ca11a65a2e567f6b.ts
探索亞洲,p6p://livefccs.evservicepro.com:16888/60126921000b7c26ca1149cb7aedd75a.ts
探索頻道,p6p://livefccs.evservicepro.com:16888/60126911000c06ccca110b6f112cf715.ts
東森財經新聞,p6p://livefccs.evservicepro.com:16888/601268de00029c0dca1041cec46b6455.ts
Thrill恐怖電影,p6p://livefccs.evservicepro.com:16888/6018c95c0004cfcfe2f92e8ef354ed24.ts
FOX動作電影,p6p://livefccs.evservicepro.com:16888/6018c941000ee071e2f8c7a98b7e8d15.ts
HBO,p6p://livefccs.evservicepro.com:16888/6018c9300003d85fe2f8826fab6effac.ts
Fashion,p6p://livefccs.evservicepro.com:16888/6018c9120004878de2f80d6b19fea7ac.ts
AlJazeeraEnglish,p6p://livefccs.evservicepro.com:16888/6018c8fe000a315de2f7c0bfaf7a77e0.ts
求索紀錄,p6p://livefccs.evservicepro.com:16888/6044e3ee000181ba8f40f80515254142.ts
澳門衛視,p6p://livefccs.evservicepro.com:16888/6044e3ed000d163c8f40f7143b752a54.ts
奧亞衛視,p6p://livefccs.evservicepro.com:16888/6044e3ed000d55758f40f724d19a783e.ts
鳳凰電影,p6p://livefccs.evservicepro.com:16888/6044e3ed000e16668f40f756b2e3aa9f.ts
鳳凰中文HD,p6p://livefccs.evservicepro.com:16888/6044e3ec00099f058f40f2496e266e0b.ts
鳳凰資訊HD",p6p://livefccs.evservicepro.com:16888/6044e3ec0009db9b8f40f2595ade15d8.ts
鳳凰香港HD",p6p://livefccs.evservicepro.com:16888/6044e3ec000a1bab8f40f269bf74a4eb.ts
翡翠台",p6p://livefccs.evservicepro.com:16888/6044e3ec000a5a848f40f2790c034ec8.ts
TVB星河",p6p://livefccs.evservicepro.com:16888/6044e3ec000a93b28f40f2880f037d24.ts
viutv",p6p://livefccs.evservicepro.com:16888/6044e3ec000accde8f40f2967cabc75b.ts
明珠台",p6p://livefccs.evservicepro.com:16888/6044e3ec000b08978f40f2a6f07a4b25.ts
HUA_HEE_DAI_HD",p6p://livefccs.evservicepro.com:16888/60d5fc59000ee329c6085d6afecf63f8.ts
QUAN_JIA_HD",p6p://livefccs.evservicepro.com:16888/60d5fc260009870ac60794d33c70c9d6.ts
iQIYI_HD",p6p://livefccs.evservicepro.com:16888/60d5fc09000b53ddc60724013b880045.ts
GO_SHOP_2",p6p://livefccs.evservicepro.com:16888/60d5fbe50000bd5ac60694abfbadfc10.ts
CELESTIAL_HD",p6p://livefccs.evservicepro.com:16888/60d5fbc90000d2d0c6062750d511fd0a.ts
CARTOON_NTWK_HD",p6p://livefccs.evservicepro.com:16888/60d5fba900013ddcc605aa6c195b4465.ts
ANIMALPLANETHD",p6p://livefccs.evservicepro.com:16888/60d5fb8d0004a5a6c6053deb0456a7a7.ts
AFN",p6p://livefccs.evservicepro.com:16888/60d5fb6a00091763c604b6568c882cb9.ts
aec",p6p://livefccs.evservicepro.com:16888/60d5fb5500076d75c60463e1a1f3dffb.ts
CNA",p6p://livefccs.evservicepro.com:16888/60d5fb09000c009fc6033c2dbadf2bc3.ts
雙龍P5P,#genre#
HBO-HD,p5p://fccs.123178.top:9906/604340b2000af04c06a787875d674b81
HBO原创,p5p://fccs.123178.top:9906/604339520007991f068ab7ad0427275f
HBO Hits HD,p5p://fccs.123178.top:9906/60442428000dc9020040224339113352
HBO 家庭,p5p://fccs.123178.top:9906/610b3ea6000bd4a6041b158a2a02ace5
探索频道,p5p://fccs.123178.top:9906/610b440f00018f2d04303511f19e7e5a
探索亞洲频道,p5p://fccs.123178.top:9906/60433ee00002fb7906a0692e6558cb55
探索科學,p5p://fccs.123178.top:9906/6043456f00065dec06ba08a499663c96
探索動力 DMAX,p5p://fccs.123178.top:9906/6043467c000301e806be22909a147731
探索家庭 EVE,p5p://fccs.123178.top:9906/60689d110008d7a31345719a76b95329
Outdoor,p5p://fccs.123178.top:9906/60434713000a12a206c07237b306369a
ＢＳ釣りビジョン,p5p://fccs.123178.top:9906/6163d87c000494010d63a6c83657671f
國家地理,p5p://fccs.123178.top:9906/6043485f000c065106c583978afda437
國家地理人文,p5p://fccs.123178.top:9906/6043ffe3000c6f3709925f52585be323.ts
國家野生,p5p://fccs.123178.top:9906/604401050005fe790996ca7b4ed24991.ts
動物星球,p5p://fccs.123178.top:9906/60440362000e75bc09a007eeaa0519c7.ts
狼谷競技,p5p://fccs.123178.top:9906/615cf384000c96f10c6762e6a78d90d1
視納華仁紀實台,tvbus://3BWP6X6HKY3jp6JHbqRBRSAxtoFRsF4iWQ3KeoCAc2cjmZgVLL
影迷數位電影台,p5p://fccs.123178.top:9906/6068a2650003dd4d135a407336ec164f.ts
影迷數位紀實台,p5p://fccs.123178.top:9906/60494398000c2ccb1442ef592de01971.ts
歷史頻道,p5p://fccs.123178.top:9906/6049468f0008dae6144e835756f6d068.ts
歷史頻道H2,p5p://fccs.123178.top:9906/6049473c0005320614512630bb45841f.ts	
BBC Lifestyle,p5p://fccs.123178.top:9906/614955d2000d41ca0d901d9987bbb53c
BBC Earth,p5p://fccs.123178.top:9906/6044049e000eb7a609a4da5fcd30cc43.ts
日本旅游频道,p5p://fccs.123178.top:9906/61304d2b000a9536136122700ecd28a5
EYE TV旅遊台,p5p://fccs.123178.top:9906/60494553000b340f1449b191f22032d6.ts
TLC旅遊台,p5p://fccs.123178.top:9906/60440517000a918709a6b1f73be1eeb9.ts
亞洲旅遊,p5p://fccs.123178.top:9906/604405c80008412109a964c89ca82891.ts
afc亞洲美食 HD,p5p://fccs.123178.top:9906/6044065f0003bace09abb177a024828d.ts
FOOD美食,p5p://fccs.123178.top:9906/604407250006a38d09aeb7a6e70be747.ts
幸福居家,p5p://fccs.123178.top:9906/60bd15bb0008599f09527e60628a99c4
時尚瘋高清頻道,p5p://fccs.123178.top:9906/61318fef00087c22184def86f768df3e
美食星球,p5p://fccs.123178.top:9906/604945ed00053a5b144c099a65029d36.ts
